data,produto,categoria,quantidade,preco,custo,promocao
2024-11-25,Brigadeiro,Doces,94,3.0,0.9,0
2024-11-25,Coxinha,Salgados,87,7.5,2.3,0
2024-11-25,Croissant,Pães,63,7.0,2.4,0
2024-11-25,Empada de frango,Salgados,80,7.0,2.2,0
2024-11-25,Esfiha de carne,Salgados,100,6.5,2.0,0
2024-11-25,Misto quente,Lanches,115,9.0,3.0,0
2024-11-25,Pudim (fatia),Doces,27,10.0,3.2,0
2024-11-25,Pão de batata,Salgados,75,6.0,1.8,0
2024-11-25,Pão de forma caseiro,Pães,34,12.0,4.5,0
2024-11-25,Pão de queijo,Pães,152,3.5,1.1,0
2024-11-25,Pão francês,Pães,781,0.9,0.3,0
2024-11-25,Pão na chapa,Lanches,84,6.0,1.5,0
2024-11-25,Sanduíche natural,Lanches,41,14.0,5.5,0
2024-11-25,Sonho,Doces,48,6.0,1.9,0
2024-11-25,Suco de laranja natural,Bebidas,80,9.0,3.0,0
2024-11-25,Torta de limão (fatia),Doces,44,11.0,3.5,0
2024-11-26,Baguete,Pães,56,8.0,2.6,0
2024-11-26,Bolo de cenoura (fatia),Doces,64,7.0,2.0,0
2024-11-26,Brigadeiro,Doces,65,2.55,0.9,1
2024-11-26,Coxinha,Salgados,129,7.5,2.3,0
2024-11-26,Croissant,Pães,57,7.0,2.4,0
2024-11-26,Empada de frango,Salgados,79,7.0,2.2,0
2024-11-26,Esfiha de carne,Salgados,91,6.5,2.0,0
2024-11-26,Misto quente,Lanches,99,9.0,3.0,0
2024-11-26,Pudim (fatia),Doces,21,10.0,3.2,0
2024-11-26,Pão de batata,Salgados,102,5.1,1.8,1
2024-11-26,Pão de forma caseiro,Pães,16,12.0,4.5,0
2024-11-26,Pão de queijo,Pães,189,3.5,1.1,0
2024-11-26,Pão francês,Pães,700,0.9,0.3,0
2024-11-26,Pão na chapa,Lanches,103,6.0,1.5,0
2024-11-26,Sanduíche natural,Lanches,51,14.0,5.5,0
2024-11-26,Sonho,Doces,62,6.0,1.9,0
2024-11-26,Suco de laranja natural,Bebidas,70,9.0,3.0,0
2024-11-26,Torta de limão (fatia),Doces,29,11.0,3.5,0
2024-11-27,Baguete,Pães,32,8.0,2.6,0
2024-11-27,Bolo de cenoura (fatia),Doces,41,7.0,2.0,0
2024-11-27,Brigadeiro,Doces,57,3.0,0.9,0
2024-11-27,Coxinha,Salgados,113,7.5,2.3,0
2024-11-27,Croissant,Pães,54,7.0,2.4,0
2024-11-27,Empada de frango,Salgados,103,5.95,2.2,1
2024-11-27,Esfiha de carne,Salgados,102,6.5,2.0,0
2024-11-27,Misto quente,Lanches,76,9.0,3.0,0
2024-11-27,Pudim (fatia),Doces,34,10.0,3.2,0
2024-11-27,Pão de batata,Salgados,92,6.0,1.8,0
2024-11-27,Pão de forma caseiro,Pães,36,12.0,4.5,0
2024-11-27,Pão de queijo,Pães,120,3.5,1.1,0
2024-11-27,Pão francês,Pães,942,0.9,0.3,0
2024-11-27,Pão na chapa,Lanches,120,6.0,1.5,0
2024-11-27,Sanduíche natural,Lanches,56,14.0,5.5,0
2024-11-27,Sonho,Doces,58,6.0,1.9,0
2024-11-27,Suco de laranja natural,Bebidas,51,9.0,3.0,0
2024-11-27,Torta de limão (fatia),Doces,50,11.0,3.5,0
2024-11-28,Baguete,Pães,20,8.0,2.6,0
2024-11-28,Bolo de cenoura (fatia),Doces,28,7.0,2.0,0
2024-11-28,Brigadeiro,Doces,86,3.0,0.9,0
2024-11-28,Coxinha,Salgados,113,7.5,2.3,0
2024-11-28,Croissant,Pães,107,7.0,2.4,0
2024-11-28,Empada de frango,Salgados,85,7.0,2.2,0
2024-11-28,Esfiha de carne,Salgados,58,6.5,2.0,0
2024-11-28,Misto quente,Lanches,26,9.0,3.0,0
2024-11-28,Pudim (fatia),Doces,30,10.0,3.2,0
2024-11-28,Pão de batata,Salgados,80,6.0,1.8,0
2024-11-28,Pão de forma caseiro,Pães,14,12.0,4.5,0
2024-11-28,Pão de queijo,Pães,163,3.5,1.1,0
2024-11-28,Pão francês,Pães,746,0.9,0.3,0
2024-11-28,Pão na chapa,Lanches,124,6.0,1.5,0
2024-11-28,Sanduíche natural,Lanches,34,14.0,5.5,0
2024-11-28,Sonho,Doces,47,6.0,1.9,0
2024-11-28,Suco de laranja natural,Bebidas,52,9.0,3.0,0
2024-11-28,Torta de limão (fatia),Doces,27,11.0,3.5,0
2024-11-29,Baguete,Pães,57,6.8,2.6,1
2024-11-29,Bolo de cenoura (fatia),Doces,61,7.0,2.0,0
2024-11-29,Brigadeiro,Doces,102,3.0,0.9,0
2024-11-29,Coxinha,Salgados,112,7.5,2.3,0
2024-11-29,Croissant,Pães,42,7.0,2.4,0
2024-11-29,Empada de frango,Salgados,108,7.0,2.2,0
2024-11-29,Esfiha de carne,Salgados,109,6.5,2.0,0
2024-11-29,Misto quente,Lanches,94,9.0,3.0,0
2024-11-29,Pudim (fatia),Doces,27,10.0,3.2,0
2024-11-29,Pão de batata,Salgados,117,6.0,1.8,0
2024-11-29,Pão de forma caseiro,Pães,34,12.0,4.5,0
2024-11-29,Pão de queijo,Pães,173,2.98,1.1,1
2024-11-29,Pão francês,Pães,1095,0.9,0.3,0
2024-11-29,Pão na chapa,Lanches,75,6.0,1.5,0
2024-11-29,Sanduíche natural,Lanches,43,14.0,5.5,0
2024-11-29,Sonho,Doces,93,6.0,1.9,0
2024-11-29,Suco de laranja natural,Bebidas,65,9.0,3.0,0
2024-11-29,Torta de limão (fatia),Doces,16,11.0,3.5,0
2024-11-30,Baguete,Pães,40,8.0,2.6,0
2024-11-30,Bolo de cenoura (fatia),Doces,126,7.0,2.0,0
2024-11-30,Brigadeiro,Doces,117,3.0,0.9,0
2024-11-30,Coxinha,Salgados,85,7.5,2.3,0
2024-11-30,Croissant,Pães,64,7.0,2.4,0
2024-11-30,Empada de frango,Salgados,69,7.0,2.2,0
2024-11-30,Esfiha de carne,Salgados,46,6.5,2.0,0
2024-11-30,Misto quente,Lanches,45,9.0,3.0,0
2024-11-30,Pudim (fatia),Doces,36,10.0,3.2,0
2024-11-30,Pão de batata,Salgados,78,6.0,1.8,0
2024-11-30,Pão de forma caseiro,Pães,25,12.0,4.5,0
2024-11-30,Pão de queijo,Pães,236,3.5,1.1,0
2024-11-30,Pão francês,Pães,1869,0.9,0.3,0
2024-11-30,Pão na chapa,Lanches,114,6.0,1.5,0
2024-11-30,Sanduíche natural,Lanches,37,14.0,5.5,0
2024-11-30,Sonho,Doces,104,6.0,1.9,0
2024-11-30,Suco de laranja natural,Bebidas,124,7.65,3.0,1
2024-11-30,Torta de limão (fatia),Doces,47,9.35,3.5,1
2024-12-01,Baguete,Pães,79,8.0,2.6,0
2024-12-01,Bolo de cenoura (fatia),Doces,45,7.0,2.0,0
2024-12-01,Brigadeiro,Doces,234,3.0,0.9,0
2024-12-01,Coxinha,Salgados,93,7.5,2.3,0
2024-12-01,Croissant,Pães,87,7.0,2.4,0
2024-12-01,Empada de frango,Salgados,67,7.0,2.2,0
2024-12-01,Esfiha de carne,Salgados,49,6.5,2.0,0
2024-12-01,Misto quente,Lanches,56,9.0,3.0,0
2024-12-01,Pudim (fatia),Doces,41,10.0,3.2,0
2024-12-01,Pão de batata,Salgados,46,6.0,1.8,0
2024-12-01,Pão de forma caseiro,Pães,24,12.0,4.5,0
2024-12-01,Pão de queijo,Pães,257,3.5,1.1,0
2024-12-01,Pão francês,Pães,1681,0.9,0.3,0
2024-12-01,Pão na chapa,Lanches,146,6.0,1.5,0
2024-12-01,Sanduíche natural,Lanches,53,14.0,5.5,0
2024-12-01,Sonho,Doces,125,6.0,1.9,0
2024-12-01,Suco de laranja natural,Bebidas,180,9.0,3.0,0
2024-12-01,Torta de limão (fatia),Doces,37,11.0,3.5,0
2024-12-02,Baguete,Pães,44,6.8,2.6,1
2024-12-02,Bolo de cenoura (fatia),Doces,51,7.0,2.0,0
2024-12-02,Brigadeiro,Doces,50,3.0,0.9,0
2024-12-02,Coxinha,Salgados,135,7.5,2.3,0
2024-12-02,Croissant,Pães,79,7.0,2.4,0
2024-12-02,Empada de frango,Salgados,65,7.0,2.2,0
2024-12-02,Esfiha de carne,Salgados,99,6.5,2.0,0
2024-12-02,Misto quente,Lanches,75,9.0,3.0,0
2024-12-02,Pudim (fatia),Doces,26,10.0,3.2,0
2024-12-02,Pão de batata,Salgados,78,6.0,1.8,0
2024-12-02,Pão de forma caseiro,Pães,22,12.0,4.5,0
2024-12-02,Pão de queijo,Pães,181,3.5,1.1,0
2024-12-02,Pão francês,Pães,1223,0.9,0.3,0
2024-12-02,Pão na chapa,Lanches,123,6.0,1.5,0
2024-12-02,Sanduíche natural,Lanches,70,14.0,5.5,0
2024-12-02,Sonho,Doces,38,6.0,1.9,0
2024-12-02,Suco de laranja natural,Bebidas,83,9.0,3.0,0
2024-12-02,Torta de limão (fatia),Doces,49,11.0,3.5,0
2024-12-03,Baguete,Pães,48,8.0,2.6,0
2024-12-03,Bolo de cenoura (fatia),Doces,24,7.0,2.0,0
2024-12-03,Brigadeiro,Doces,69,3.0,0.9,0
2024-12-03,Coxinha,Salgados,159,7.5,2.3,0
2024-12-03,Croissant,Pães,37,7.0,2.4,0
2024-12-03,Empada de frango,Salgados,106,7.0,2.2,0
2024-12-03,Esfiha de carne,Salgados,130,6.5,2.0,0
2024-12-03,Misto quente,Lanches,84,9.0,3.0,0
2024-12-03,Pudim (fatia),Doces,16,10.0,3.2,0
2024-12-03,Pão de batata,Salgados,79,6.0,1.8,0
2024-12-03,Pão de forma caseiro,Pães,27,12.0,4.5,0
2024-12-03,Pão de queijo,Pães,188,3.5,1.1,0
2024-12-03,Pão francês,Pães,1267,0.9,0.3,0
2024-12-03,Pão na chapa,Lanches,115,6.0,1.5,0
2024-12-03,Sanduíche natural,Lanches,60,14.0,5.5,0
2024-12-03,Sonho,Doces,44,6.0,1.9,0
2024-12-03,Suco de laranja natural,Bebidas,84,9.0,3.0,0
2024-12-03,Torta de limão (fatia),Doces,15,11.0,3.5,0
2024-12-04,Baguete,Pães,42,8.0,2.6,0
2024-12-04,Bolo de cenoura (fatia),Doces,77,7.0,2.0,0
2024-12-04,Brigadeiro,Doces,79,3.0,0.9,0
2024-12-04,Coxinha,Salgados,138,7.5,2.3,0
2024-12-04,Croissant,Pães,65,7.0,2.4,0
2024-12-04,Empada de frango,Salgados,108,7.0,2.2,0
2024-12-04,Esfiha de carne,Salgados,87,6.5,2.0,0
2024-12-04,Misto quente,Lanches,93,9.0,3.0,0
2024-12-04,Pudim (fatia),Doces,19,10.0,3.2,0
2024-12-04,Pão de batata,Salgados,94,6.0,1.8,0
2024-12-04,Pão de forma caseiro,Pães,22,12.0,4.5,0
2024-12-04,Pão de queijo,Pães,227,3.5,1.1,0
2024-12-04,Pão francês,Pães,1191,0.9,0.3,0
2024-12-04,Pão na chapa,Lanches,127,6.0,1.5,0
2024-12-04,Sanduíche natural,Lanches,95,14.0,5.5,0
2024-12-04,Sonho,Doces,41,6.0,1.9,0
2024-12-04,Suco de laranja natural,Bebidas,92,9.0,3.0,0
2024-12-04,Torta de limão (fatia),Doces,19,11.0,3.5,0
2024-12-05,Baguete,Pães,52,8.0,2.6,0
2024-12-05,Bolo de cenoura (fatia),Doces,50,7.0,2.0,0
2024-12-05,Brigadeiro,Doces,224,3.0,0.9,0
2024-12-05,Coxinha,Salgados,125,7.5,2.3,0
2024-12-05,Croissant,Pães,73,7.0,2.4,0
2024-12-05,Empada de frango,Salgados,155,7.0,2.2,0
2024-12-05,Esfiha de carne,Salgados,127,6.5,2.0,0
2024-12-05,Misto quente,Lanches,71,9.0,3.0,0
2024-12-05,Pudim (fatia),Doces,34,10.0,3.2,0
2024-12-05,Pão de batata,Salgados,55,6.0,1.8,0
2024-12-05,Pão de forma caseiro,Pães,24,12.0,4.5,0
2024-12-05,Pão de queijo,Pães,287,3.5,1.1,0
2024-12-05,Pão francês,Pães,1322,0.9,0.3,0
2024-12-05,Pão na chapa,Lanches,120,6.0,1.5,0
2024-12-05,Sanduíche natural,Lanches,51,14.0,5.5,0
2024-12-05,Sonho,Doces,61,6.0,1.9,0
2024-12-05,Suco de laranja natural,Bebidas,120,9.0,3.0,0
2024-12-05,Torta de limão (fatia),Doces,21,11.0,3.5,0
2024-12-06,Baguete,Pães,101,8.0,2.6,0
2024-12-06,Bolo de cenoura (fatia),Doces,75,7.0,2.0,0
2024-12-06,Brigadeiro,Doces,88,3.0,0.9,0
2024-12-06,Coxinha,Salgados,182,7.5,2.3,0
2024-12-06,Croissant,Pães,57,7.0,2.4,0
2024-12-06,Empada de frango,Salgados,90,7.0,2.2,0
2024-12-06,Esfiha de carne,Salgados,128,6.5,2.0,0
2024-12-06,Misto quente,Lanches,103,9.0,3.0,0
2024-12-06,Pudim (fatia),Doces,30,10.0,3.2,0
2024-12-06,Pão de batata,Salgados,140,6.0,1.8,0
2024-12-06,Pão de forma caseiro,Pães,45,12.0,4.5,0
2024-12-06,Pão de queijo,Pães,159,3.5,1.1,0
2024-12-06,Pão francês,Pães,1257,0.9,0.3,0
2024-12-06,Pão na chapa,Lanches,111,6.0,1.5,0
2024-12-06,Sanduíche natural,Lanches,39,14.0,5.5,0
2024-12-06,Sonho,Doces,68,6.0,1.9,0
2024-12-06,Suco de laranja natural,Bebidas,109,9.0,3.0,0
2024-12-06,Torta de limão (fatia),Doces,50,11.0,3.5,0
2024-12-07,Baguete,Pães,72,8.0,2.6,0
2024-12-07,Bolo de cenoura (fatia),Doces,82,7.0,2.0,0
2024-12-07,Brigadeiro,Doces,106,3.0,0.9,0
2024-12-07,Coxinha,Salgados,91,7.5,2.3,0
2024-12-07,Croissant,Pães,76,7.0,2.4,0
2024-12-07,Empada de frango,Salgados,77,7.0,2.2,0
2024-12-07,Esfiha de carne,Salgados,87,6.5,2.0,0
2024-12-07,Misto quente,Lanches,69,9.0,3.0,0
2024-12-07,Pudim (fatia),Doces,24,10.0,3.2,0
2024-12-07,Pão de batata,Salgados,65,6.0,1.8,0
2024-12-07,Pão de forma caseiro,Pães,23,12.0,4.5,0
2024-12-07,Pão de queijo,Pães,244,3.5,1.1,0
2024-12-07,Pão francês,Pães,1317,0.9,0.3,0
2024-12-07,Pão na chapa,Lanches,141,6.0,1.5,0
2024-12-07,Sanduíche natural,Lanches,62,14.0,5.5,0
2024-12-07,Sonho,Doces,82,6.0,1.9,0
2024-12-07,Suco de laranja natural,Bebidas,154,9.0,3.0,0
2024-12-07,Torta de limão (fatia),Doces,71,11.0,3.5,0
2024-12-08,Baguete,Pães,43,8.0,2.6,0
2024-12-08,Bolo de cenoura (fatia),Doces,71,7.0,2.0,0
2024-12-08,Brigadeiro,Doces,140,3.0,0.9,0
2024-12-08,Coxinha,Salgados,140,7.5,2.3,0
2024-12-08,Croissant,Pães,106,7.0,2.4,0
2024-12-08,Empada de frango,Salgados,31,7.0,2.2,0
2024-12-08,Esfiha de carne,Salgados,54,6.5,2.0,0
2024-12-08,Misto quente,Lanches,39,9.0,3.0,0
2024-12-08,Pudim (fatia),Doces,73,8.5,3.2,1
2024-12-08,Pão de batata,Salgados,14,6.0,1.8,0
2024-12-08,Pão de forma caseiro,Pães,41,12.0,4.5,0
2024-12-08,Pão de queijo,Pães,395,3.5,1.1,0
2024-12-08,Pão francês,Pães,1224,0.9,0.3,0
2024-12-08,Pão na chapa,Lanches,230,6.0,1.5,0
2024-12-08,Sanduíche natural,Lanches,15,14.0,5.5,0
2024-12-08,Sonho,Doces,79,6.0,1.9,0
2024-12-08,Suco de laranja natural,Bebidas,105,9.0,3.0,0
2024-12-08,Torta de limão (fatia),Doces,31,11.0,3.5,0
2024-12-09,Baguete,Pães,29,8.0,2.6,0
2024-12-09,Bolo de cenoura (fatia),Doces,63,7.0,2.0,0
2024-12-09,Brigadeiro,Doces,106,3.0,0.9,0
2024-12-09,Coxinha,Salgados,163,7.5,2.3,0
2024-12-09,Croissant,Pães,58,7.0,2.4,0
2024-12-09,Empada de frango,Salgados,77,7.0,2.2,0
2024-12-09,Esfiha de carne,Salgados,109,6.5,2.0,0
2024-12-09,Misto quente,Lanches,112,9.0,3.0,0
2024-12-09,Pudim (fatia),Doces,29,10.0,3.2,0
2024-12-09,Pão de batata,Salgados,90,6.0,1.8,0
2024-12-09,Pão de forma caseiro,Pães,17,12.0,4.5,0
2024-12-09,Pão de queijo,Pães,217,3.5,1.1,0
2024-12-09,Pão francês,Pães,838,0.9,0.3,0
2024-12-09,Pão na chapa,Lanches,126,5.1,1.5,1
2024-12-09,Sanduíche natural,Lanches,32,14.0,5.5,0
2024-12-09,Sonho,Doces,55,6.0,1.9,0
2024-12-09,Suco de laranja natural,Bebidas,55,9.0,3.0,0
2024-12-09,Torta de limão (fatia),Doces,42,11.0,3.5,0
2024-12-10,Baguete,Pães,25,6.8,2.6,1
2024-12-10,Bolo de cenoura (fatia),Doces,39,7.0,2.0,0
2024-12-10,Brigadeiro,Doces,100,3.0,0.9,0
2024-12-10,Coxinha,Salgados,134,7.5,2.3,0
2024-12-10,Croissant,Pães,98,7.0,2.4,0
2024-12-10,Empada de frango,Salgados,90,7.0,2.2,0
2024-12-10,Esfiha de carne,Salgados,61,6.5,2.0,0
2024-12-10,Misto quente,Lanches,51,9.0,3.0,0
2024-12-10,Pudim (fatia),Doces,13,10.0,3.2,0
2024-12-10,Pão de batata,Salgados,108,6.0,1.8,0
2024-12-10,Pão de forma caseiro,Pães,22,12.0,4.5,0
2024-12-10,Pão de queijo,Pães,219,3.5,1.1,0
2024-12-10,Pão francês,Pães,1343,0.9,0.3,0
2024-12-10,Pão na chapa,Lanches,101,6.0,1.5,0
2024-12-10,Sanduíche natural,Lanches,41,14.0,5.5,0
2024-12-10,Sonho,Doces,58,6.0,1.9,0
2024-12-10,Suco de laranja natural,Bebidas,83,9.0,3.0,0
2024-12-10,Torta de limão (fatia),Doces,30,11.0,3.5,0
2024-12-11,Baguete,Pães,52,8.0,2.6,0
2024-12-11,Bolo de cenoura (fatia),Doces,34,7.0,2.0,0
2024-12-11,Brigadeiro,Doces,98,3.0,0.9,0
2024-12-11,Coxinha,Salgados,121,7.5,2.3,0
2024-12-11,Croissant,Pães,61,7.0,2.4,0
2024-12-11,Empada de frango,Salgados,65,7.0,2.2,0
2024-12-11,Esfiha de carne,Salgados,91,6.5,2.0,0
2024-12-11,Misto quente,Lanches,143,9.0,3.0,0
2024-12-11,Pudim (fatia),Doces,29,10.0,3.2,0
2024-12-11,Pão de batata,Salgados,71,6.0,1.8,0
2024-12-11,Pão de forma caseiro,Pães,19,12.0,4.5,0
2024-12-11,Pão de queijo,Pães,170,3.5,1.1,0
2024-12-11,Pão francês,Pães,724,0.9,0.3,0
2024-12-11,Pão na chapa,Lanches,84,6.0,1.5,0
2024-12-11,Sanduíche natural,Lanches,62,11.9,5.5,1
2024-12-11,Sonho,Doces,75,6.0,1.9,0
2024-12-11,Suco de laranja natural,Bebidas,119,9.0,3.0,0
2024-12-11,Torta de limão (fatia),Doces,39,11.0,3.5,0
2024-12-12,Baguete,Pães,20,8.0,2.6,0
2024-12-12,Bolo de cenoura (fatia),Doces,49,7.0,2.0,0
2024-12-12,Brigadeiro,Doces,106,3.0,0.9,0
2024-12-12,Coxinha,Salgados,132,7.5,2.3,0
2024-12-12,Croissant,Pães,78,7.0,2.4,0
2024-12-12,Empada de frango,Salgados,119,7.0,2.2,0
2024-12-12,Esfiha de carne,Salgados,63,6.5,2.0,0
2024-12-12,Misto quente,Lanches,61,9.0,3.0,0
2024-12-12,Pudim (fatia),Doces,39,10.0,3.2,0
2024-12-12,Pão de batata,Salgados,62,6.0,1.8,0
2024-12-12,Pão de forma caseiro,Pães,26,12.0,4.5,0
2024-12-12,Pão de queijo,Pães,229,3.5,1.1,0
2024-12-12,Pão francês,Pães,1113,0.9,0.3,0
2024-12-12,Pão na chapa,Lanches,89,6.0,1.5,0
2024-12-12,Sanduíche natural,Lanches,61,14.0,5.5,0
2024-12-12,Sonho,Doces,88,6.0,1.9,0
2024-12-12,Suco de laranja natural,Bebidas,67,9.0,3.0,0
2024-12-12,Torta de limão (fatia),Doces,22,11.0,3.5,0
2024-12-13,Baguete,Pães,19,8.0,2.6,0
2024-12-13,Bolo de cenoura (fatia),Doces,26,7.0,2.0,0
2024-12-13,Brigadeiro,Doces,128,3.0,0.9,0
2024-12-13,Coxinha,Salgados,144,7.5,2.3,0
2024-12-13,Croissant,Pães,81,7.0,2.4,0
2024-12-13,Empada de frango,Salgados,80,7.0,2.2,0
2024-12-13,Esfiha de carne,Salgados,107,6.5,2.0,0
2024-12-13,Misto quente,Lanches,97,9.0,3.0,0
2024-12-13,Pudim (fatia),Doces,54,10.0,3.2,0
2024-12-13,Pão de batata,Salgados,104,6.0,1.8,0
2024-12-13,Pão de forma caseiro,Pães,11,12.0,4.5,0
2024-12-13,Pão de queijo,Pães,317,3.5,1.1,0
2024-12-13,Pão francês,Pães,1307,0.9,0.3,0
2024-12-13,Pão na chapa,Lanches,120,6.0,1.5,0
2024-12-13,Sanduíche natural,Lanches,36,14.0,5.5,0
2024-12-13,Sonho,Doces,33,6.0,1.9,0
2024-12-13,Suco de laranja natural,Bebidas,114,9.0,3.0,0
2024-12-13,Torta de limão (fatia),Doces,31,11.0,3.5,0
2024-12-14,Baguete,Pães,60,8.0,2.6,0
2024-12-14,Bolo de cenoura (fatia),Doces,68,7.0,2.0,0
2024-12-14,Brigadeiro,Doces,129,3.0,0.9,0
2024-12-14,Coxinha,Salgados,117,7.5,2.3,0
2024-12-14,Croissant,Pães,73,7.0,2.4,0
2024-12-14,Empada de frango,Salgados,33,7.0,2.2,0
2024-12-14,Esfiha de carne,Salgados,49,6.5,2.0,0
2024-12-14,Misto quente,Lanches,53,9.0,3.0,0
2024-12-14,Pudim (fatia),Doces,51,10.0,3.2,0
2024-12-14,Pão de batata,Salgados,48,6.0,1.8,0
2024-12-14,Pão de forma caseiro,Pães,36,12.0,4.5,0
2024-12-14,Pão de queijo,Pães,225,3.5,1.1,0
2024-12-14,Pão francês,Pães,1794,0.9,0.3,0
2024-12-14,Pão na chapa,Lanches,232,6.0,1.5,0
2024-12-14,Sanduíche natural,Lanches,27,14.0,5.5,0
2024-12-14,Sonho,Doces,73,6.0,1.9,0
2024-12-14,Suco de laranja natural,Bebidas,135,9.0,3.0,0
2024-12-14,Torta de limão (fatia),Doces,26,11.0,3.5,0
2024-12-15,Baguete,Pães,59,8.0,2.6,0
2024-12-15,Bolo de cenoura (fatia),Doces,67,7.0,2.0,0
2024-12-15,Brigadeiro,Doces,177,3.0,0.9,0
2024-12-15,Coxinha,Salgados,121,6.38,2.3,1
2024-12-15,Croissant,Pães,99,7.0,2.4,0
2024-12-15,Empada de frango,Salgados,44,7.0,2.2,0
2024-12-15,Esfiha de carne,Salgados,37,6.5,2.0,0
2024-12-15,Misto quente,Lanches,86,9.0,3.0,0
2024-12-15,Pudim (fatia),Doces,13,10.0,3.2,0
2024-12-15,Pão de batata,Salgados,77,6.0,1.8,0
2024-12-15,Pão de forma caseiro,Pães,39,12.0,4.5,0
2024-12-15,Pão de queijo,Pães,255,3.5,1.1,0
2024-12-15,Pão francês,Pães,1291,0.9,0.3,0
2024-12-15,Pão na chapa,Lanches,209,6.0,1.5,0
2024-12-15,Sanduíche natural,Lanches,29,14.0,5.5,0
2024-12-15,Sonho,Doces,96,6.0,1.9,0
2024-12-15,Suco de laranja natural,Bebidas,183,9.0,3.0,0
2024-12-15,Torta de limão (fatia),Doces,24,11.0,3.5,0
2024-12-16,Baguete,Pães,31,8.0,2.6,0
2024-12-16,Bolo de cenoura (fatia),Doces,28,7.0,2.0,0
2024-12-16,Brigadeiro,Doces,65,3.0,0.9,0
2024-12-16,Coxinha,Salgados,142,7.5,2.3,0
2024-12-16,Croissant,Pães,50,7.0,2.4,0
2024-12-16,Empada de frango,Salgados,53,7.0,2.2,0
2024-12-16,Esfiha de carne,Salgados,66,6.5,2.0,0
2024-12-16,Misto quente,Lanches,86,9.0,3.0,0
2024-12-16,Pudim (fatia),Doces,10,10.0,3.2,0
2024-12-16,Pão de batata,Salgados,114,6.0,1.8,0
2024-12-16,Pão de forma caseiro,Pães,28,12.0,4.5,0
2024-12-16,Pão de queijo,Pães,221,3.5,1.1,0
2024-12-16,Pão francês,Pães,999,0.9,0.3,0
2024-12-16,Pão na chapa,Lanches,169,6.0,1.5,0
2024-12-16,Sanduíche natural,Lanches,39,14.0,5.5,0
2024-12-16,Sonho,Doces,42,6.0,1.9,0
2024-12-16,Suco de laranja natural,Bebidas,85,9.0,3.0,0
2024-12-16,Torta de limão (fatia),Doces,39,11.0,3.5,0
2024-12-17,Baguete,Pães,31,8.0,2.6,0
2024-12-17,Bolo de cenoura (fatia),Doces,26,7.0,2.0,0
2024-12-17,Brigadeiro,Doces,37,3.0,0.9,0
2024-12-17,Coxinha,Salgados,156,7.5,2.3,0
2024-12-17,Croissant,Pães,69,7.0,2.4,0
2024-12-17,Empada de frango,Salgados,75,7.0,2.2,0
2024-12-17,Esfiha de carne,Salgados,67,6.5,2.0,0
2024-12-17,Misto quente,Lanches,88,9.0,3.0,0
2024-12-17,Pudim (fatia),Doces,43,10.0,3.2,0
2024-12-17,Pão de batata,Salgados,107,6.0,1.8,0
2024-12-17,Pão de forma caseiro,Pães,22,12.0,4.5,0
2024-12-17,Pão de queijo,Pães,180,3.5,1.1,0
2024-12-17,Pão francês,Pães,941,0.9,0.3,0
2024-12-17,Pão na chapa,Lanches,88,6.0,1.5,0
2024-12-17,Sanduíche natural,Lanches,50,14.0,5.5,0
2024-12-17,Sonho,Doces,40,6.0,1.9,0
2024-12-17,Suco de laranja natural,Bebidas,138,9.0,3.0,0
2024-12-17,Torta de limão (fatia),Doces,32,11.0,3.5,0
2024-12-18,Baguete,Pães,40,8.0,2.6,0
2024-12-18,Bolo de cenoura (fatia),Doces,70,7.0,2.0,0
2024-12-18,Brigadeiro,Doces,93,3.0,0.9,0
2024-12-18,Coxinha,Salgados,156,7.5,2.3,0
2024-12-18,Croissant,Pães,59,7.0,2.4,0
2024-12-18,Empada de frango,Salgados,127,7.0,2.2,0
2024-12-18,Esfiha de carne,Salgados,91,6.5,2.0,0
2024-12-18,Misto quente,Lanches,91,9.0,3.0,0
2024-12-18,Pudim (fatia),Doces,43,10.0,3.2,0
2024-12-18,Pão de batata,Salgados,129,6.0,1.8,0
2024-12-18,Pão de forma caseiro,Pães,20,12.0,4.5,0
2024-12-18,Pão de queijo,Pães,231,3.5,1.1,0
2024-12-18,Pão francês,Pães,1052,0.9,0.3,0
2024-12-18,Pão na chapa,Lanches,107,6.0,1.5,0
2024-12-18,Sanduíche natural,Lanches,73,11.9,5.5,1
2024-12-18,Sonho,Doces,66,6.0,1.9,0
2024-12-18,Suco de laranja natural,Bebidas,96,9.0,3.0,0
2024-12-18,Torta de limão (fatia),Doces,52,11.0,3.5,0
2024-12-19,Baguete,Pães,33,8.0,2.6,0
2024-12-19,Bolo de cenoura (fatia),Doces,44,7.0,2.0,0
2024-12-19,Brigadeiro,Doces,62,3.0,0.9,0
2024-12-19,Coxinha,Salgados,136,7.5,2.3,0
2024-12-19,Croissant,Pães,55,7.0,2.4,0
2024-12-19,Empada de frango,Salgados,57,7.0,2.2,0
2024-12-19,Esfiha de carne,Salgados,70,6.5,2.0,0
2024-12-19,Misto quente,Lanches,96,9.0,3.0,0
2024-12-19,Pudim (fatia),Doces,34,10.0,3.2,0
2024-12-19,Pão de batata,Salgados,75,6.0,1.8,0
2024-12-19,Pão de forma caseiro,Pães,8,12.0,4.5,0
2024-12-19,Pão de queijo,Pães,169,3.5,1.1,0
2024-12-19,Pão francês,Pães,975,0.9,0.3,0
